"Provincia";"Estadillo";"Cla";"Subclase";"CoorX";"Coory";"Tipo";"Vuelo1";"Pasada1";"Foto1";"Vuelo2";"Pasada2";"Foto2";"Ano";"INE";"Nivel1";"Nivel2";"Nivel3";"FccTot";"FccArb";"DisEsp";"ComEsp";"Rocosid";"Textura";"MatOrg";"PhSuelo";"FechaPh";"HoraPh";"TipSuelo1";"TipSuelo2";"TipSuelo3";"MErosiva";"ModComb";"EspCMue";"PresReg";"EfecReg";"CortaReg";"MejVue1";"MejVue2";"MejSue1";"MejSue2";"Orienta1";"Orienta2";"MaxPend1";"MaxPend2";"Localiza";"Acceso";"Levanta";"Obser";"Equipo";"JefeEq";"FechaIni";"HoraIni";"FechaFin";"HoraFin";"Tiempo";"Resid";"RumboF1";"RumboF2";"DistFoto";"CarFoto1";"NumFoto1";"ConFoto1";"CarFoto2";"NumFoto2";"ConFoto2";"Estado";"Tecnico"
"18";"0011";"A";"4";536000.00;4212000.00;"0";"2002";;"4-2 ";"1981";"l";"0011";"2007";;"1";"1";"1";95;60;"1";"2";"3";"2";"2";"4";;;"1";"1";"1";"1";"6";"3";;;"4";"4";;"0";;382;;2.50;;"3";"2";"2";"[CLAESP. RESTO DE ESPECIES=10%]
PARCELA LOCALIZADA CON ORTOFOTO Y SIN AJUSTES EN GPS.
NO SE LOCALIZA EL REJON POSIBLEMENTE AL CORTAR LA MAYORIA DE LOS PIES DEL IFN2.
ENCINA A 11.4M Y 205G CON DM 228,214 NO ENTRA.
PIE 14 MEDIDO A 1.1M.
PIE 15 MEDIDO A 1.2M.
FECHA IFN2: 7-09-1995
FECHA IFN3.28-05-2007";"98";" 99";28/5/2007 00:00:00;30/12/1899 12:10:00;28/6/2007 00:00:00;30/12/1899 23:25:50;;"164";"320";"264";"10";"0";18;18;"0";19;19;"T";" 9"
"18";"0012";"A";"1";537000.00;4212000.00;"0";"1981";"l";"0011";"2002";;"4-2 ";"2007";;"1";"1";"1";95;70;"1";"2";"2";"3";"2";"4";;;"1";"1";"1";"1";"6";"3";;;"4";"0";;"0";;269;;3.00;;"2";"2";"2";"[CLAESP. RESTO DE ESPECIES=10%]
PARCELA LOCALIZADA CON FOTOS IFN2.
SIN AJUSTES EN GPS.
FECHA IFN2: 6-09-1995
FECHA IFN3.24-05-2007";"98";" 99";24/5/2007 00:00:00;30/12/1899 09:39:00;24/5/2007 00:00:00;30/12/1899 11:00:10;;"164";"109";"166";"10";"0";14;14;"0";15;15;"T";" 9"
"18";"0013";"A";"1";537963.00;4211990.00;"0";"1981";"l";"0012";"2002";;"2-4 ";"2007";;"1";"1";"1";95;80;"1";"2";"3";"3";"1";"4";;;"1";"2";"1";"1";"6";"5";;;"4";"4";;"0";;144;;1.75;;"2";"2";"2";"[CLAESP. RESTO DE ESPECIES=0%]
PARCELA LOCALIZADA CON FOTOS IFN2.
[PIESMAY 001-045] MEDIDO A 1.5M.
[PIESMAY 002-045] MEDIDO A 0.8M,HT COMPROBADA.
[PIESMAY 004-045] HT COMPROBADA.
[PIESMAY 010-025] HT COMPROBADA.
[PIES MAYORES] HT COMPROBADAS.
LAS CORTAS SON MUY ANTIGUAS.";"98";" 99";5/6/2007 00:00:00;30/12/1899 11:20:06;5/6/2007 00:00:00;30/12/1899 13:17:19;;"164";"384";"162";"10";"0";36;36;"0";37;37;"T";" 9"
"18";"0014";"A";"4";539000.00;4212000.00;"0";"2002";;"4-2 ";"1981";"l";"0012";"2007";;"1";"1";"1";95;80;"1";"2";"3";"2";"2";"4";;;"1";"1";"1";"1";"5";"4";;;"4";"0";;"0";;77;;4.25;;"2";"2";"2";"[CLAESP. RESTO DE ESPECIES=0%]
PARCELA LOCALIZADA CON ORTOFOTO Y GPS.
NO SE LOCALIZA EL REJON POR HOMOGENEIDAD EN LA MASA Y CORTAS DE ALGUNOS PIES REPRESENTATIVOS.
[PIESMAY A 15.1M DISTANCIA LATERAL Y 187G CON DM 315,322 NO ENTRA POR MUY POCO.
[PIES MAYORES] 29 ENTRA POR PENDIENTE MUY JUSTO.";"98";" 99";6/6/2007 00:00:00;30/12/1899 13:18:27;6/6/2007 00:00:00;30/12/1899 15:09:01;;"164";"77";"2";"10";"0";40;40;"0";41;41;"T";" 9"
"18";"0015";"A";"1";540971.00;4212022.00;"0";"1981";"l";"0013";"2002";;"4-2 ";"2007";;"1";"1";"1";80;30;"1";"2";"4";"2";"2";"4";;;"1";"2";"1";"1";"6";"2";;;"1";"4";;"0";;166;;6.00;;"2";"1";"1";"[CLAESP. RESTO DE ESPECIES=10%]
PARCELA LOCALIZADA CON FOTOS IFN2 Y REFERENCIA DE TOCONES.
LA PARCELA CAE EN UN CORTAFUEGOS DONDE HAN CORTADO CASI TODOS LOS PIES DEL IFN2.
PIE 999-1 MEDIDO A 1.2M.
FECHA IFN2: 5-09-1995
FECHA IFN3.30-05-2007

";"98";" 99";30/5/2007 00:00:00;30/12/1899 10:08:00;30/5/2007 00:00:00;30/12/1899 12:00:42;;"164";"356";"301";"10";"0";24;24;"0";25;25;"T";" 9"
"18";"0016";"A";"1";541996.00;4212032.00;"0";"1981";"l";"0014";"2002";;"4-2 ";"2007";;"1";"1";"1";95;65;"1";"3";"3";"2";"2";"4";;;"1";"1";"1";"1";"6";"3";;;"4";"4";;"0";;390;;4.25;;"2";"2";"2";"[CLAESP. RESTO DE ESPECIES=0%]
PARCELA LOCALIZADA CON FOTOS IFN2.
EL SUBPISO LO FORMA EL ENEBRO.
PIE 2 A 15.0M DISTANCIA LATERAL ENTRA MUY JUSTO.
FECHA IFN2: 8-09-1995
FECHA IFN3.31-05-2007";"98";" 99";31/5/2007 00:00:00;30/12/1899 12:56:00;31/5/2007 00:00:00;30/12/1899 15:04:05;;"164";"235";"110";"10";"0";28;28;"0";29;29;"T";" 9"
"18";"0017";"A";"1";537000.00;4211000.00;"0";"1981";"l";"0011";"2002";;"4-2 ";"2007";;"1";"1";"1";95;60;"1";"2";"2";"2";"1";"4";;;"1";"1";"1";"1";"6";"6";;;"4";"0";;"0";;277;;8.00;;"2";"2";"2";"[CLAESP. RESTO DE ESPECIES=10%]
PARCELA LOCALIZADA CON FOTOS IFN2.
SINAJUSTES EN GPS.
ESPECIE PIE 2 COMPROBADA.
PIE 3 MEDIDO A 0.9M.
ENCINA A 11.0M CON DM 220,215 A 251G NO ENTRA.
HT PIE 9 COMPROBADA. 
[PIESMAY 002 ENTRA POR PENDIENTE.
FECHA IFN2: 6-09-1995
FECHA IFN3.24-05-2007
";"98";" 99";24/5/2007 00:00:00;30/12/1899 09:39:00;24/5/2007 00:00:00;30/12/1899 11:00:48;;"164";"226";"31";"8";"0";16;16;"0";17;17;"T";" 9"
"18";"0018";"A";"4";538000.00;4211000.00;"0";"2002";;"2-4 ";"1981";"l";"0012";"2007";;"1";"1";"1";85;50;"1";"2";"5";;;;;;;;;"1";"6";"3";;;"4";"0";;"0";;341;;0.50;;"2";"2";"2";"[CLAESP. RESTO DE ESPECIES=0%]
PARCELA LOCALIZADA CON ORTOFOTO Y GPS.
NO SE LOCALIZA EL REJON POR HOMOGENEIDAD EN LA MASA Y NO ENCONTRAR LA ENCINA INVENTARIADA EN EL IFN2.
[PIESMAY 002-045] MEDIDA A 1.2M.
[PIESMAY A 274G Y 15.2M CON DM 293,314 NO ENTRA.";"98";" 99";5/6/2007 00:00:00;30/12/1899 15:59:18;5/6/2007 00:00:00;30/12/1899 16:28:50;;"164";"356";"198";"10";"0";38;38;"0";39;39;"T";" 9"
"18";"0019";"A";"1";538954.00;4210977.00;"0";"1981";"l";"0012";"2002";;"4-2 ";"2007";;"1";"1";"1";85;80;"1";"2";"2";"2";"2";"5";;;"1";"1";"1";"1";"6";"3";;;"4";"4";;"0";;242;;12.50;;"2";"2";"3";"[CLAESP. RESTO DE ESPECIES=10%]
PARCELA LOCALIZADA CON FOTOS IFN2.
[PIESMAY 001-045]HT COMPROBADA.
[PIESMAY 001 ENTRA POR PENDIENTE.
[PIESMAY 003-045] HT COMPROBADA.
[PIESMAY 006 ENTRA PORPENDIENTE.
[PIESMAY 010-045] DM Y HT COMPROBADOS,MEDIDO A 1.1M.
PIE DM 200,231 A 11.7M Y 80G NO ENTRA.
PIE A 10.1M DISTANCIA LATERAL Y 340G CON DM 165,163 NO ENTRA.
CALICATA A 240G.";"98";" 99";18/7/2007 00:00:00;30/12/1899 11:12:50;18/7/2007 00:00:00;30/12/1899 12:28:13;;"164";"27";"312";"10";"0";129;129;"0";130;130;"T";
"18";"0020";"A";"1";539956.00;4210980.00;"0";"1981";"l";"0013";"2002";;"4-2 ";"2007";;"1";"1";"1";80;65;"1";"2";"3";"2";"2";"4";;;"1";"1";"1";"1";"6";"2";;;"4";"0";;"0";;216;;3.00;;"2";"2";"2";"[CLAESP. RESTO DE ESPECIES=0%]
PARCELA  LOCALIZADA CON FOTOS IFN2.
PIES 2 Y 3 MEDIDOS A 1.1M.
PIE DM 127,120 A 8.2M Y 228G NO ENTRA POR POCO.
PIE 6 CON NIDO DE PICAPINOS.
FECHA IFN2: 5-09-1995
FECHA IFN3.29-05-2007";"98";" 99";29/5/2007 00:00:00;30/12/1899 14:41:00;29/5/2007 00:00:00;30/12/1899 19:50:35;;"164";"83";"12";"10";"0";22;22;"0";23;23;"T";" 9"
"18";"0021";"A";"1";535980.00;4209964.00;"0";"1981";"m";"0013";"2002";;"4-4 ";"2007";;"1";"1";"1";90;80;"1";"2";"3";"2";"2";"5";;;"1";"1";"1";"1";"6";"4";;;"4";"0";;"0";;82;;2.00;;"2";"2";"2";"[CLAESP. RESTO DE ESPECIES=0%]
PARCELA LOCALIZADA CON FOTOS IFN2.
[PIESMAY A 90G Y 20.8M CON DM 411,405 NO ENTRA.
[PIESMAY 002 BIFURCADO A 9.7M.
[PIESMAY 009-025] HT COMPROBADA.
[PIESMAY 010-045] HT COMPROBADA.
[PIESMAY 015-045] HT COMPROBADA.
[PIESMAY 018-045] MEDIDO A 1M SON 2 PIES UNIDOS. 
[LOCALIZACI”N ACCESO LEVANTAMIENTO]";"98";" 99";17/7/2007 00:00:00;30/12/1899 11:42:25;17/7/2007 00:00:00;30/12/1899 12:49:53;;"164";"192";"149";"10";"0";125;125;"0";126;126;"T";
"18";"0023";"A";"4";540000.00;4210000.00;"0";"2002";;"4-4 ";"1981";"m";"0015";"2007";;"1";"1";"1";80;50;"1";"2";"3";"3";"2";"4";;;"1";"1";"1";"1";"6";"3";;;"0";"0";;"0";;253;;5.75;;"2";"2";"2";"[CLAESP. RESTO DE ESPECIES=20%]
PARCELA ANULADA EN EL IFN2.
PARCELA LOCALIZADA CON ORTOFOTO Y GPS.";"98";" 99";11/6/2007 00:00:00;30/12/1899 11:47:20;11/6/2007 00:00:00;30/12/1899 14:28:24;;"164";"26";"331";"10";"0";48;48;"0";49;49;"T";" 9"
"18";"0024";"A";"1";543000.00;4213000.00;"0";"1981";"3";"8990";"2002";;"3-1 ";"2007";;"1";"1";"1";95;80;"1";"1";"2";"2";"2";"4";;;"1";"1";"1";"1";"5";"3";;;"4";"0";;"0";;389;;4.75;;"2";"2";"2";"[CLAESP. RESTO DE ESPECIES=0%]
PARCELA LOCALIZADA CON FOTOS IFN2.
SIN AJUSTES EN GPS.
PIE DM 418,425 A 21.4M Y 56G NO ENTRA POR POCO.
LAS CORTAS SON ANTIGUAS.
[PIESMAY 001-025] HT COMPROBADA.
[PIESMAY 006-025] HT COMPROBADA.
[PIESMAY 014-025] ENTRA POR PENDIENTE.
[PIESMAY 016-025] HT COMPROBADA.
[PIESMAY 025-025] HT COMPROBADA.
FECHA IFN2: 18-09-1995
FECHA IFN3.22-05-2007";"98";" 99";22/5/2007 00:00:00;30/12/1899 10:01:00;22/5/2007 00:00:00;30/12/1899 11:40:57;;"164";"393";"197";"10";"0";6;6;"0";7;7;"T";" 9"
"18";"0025";"A";"1";542995.00;4211959.00;"0";"1981";"3";"8990";"2002";;"3-1 ";"2007";;"1";"1";"1";95;80;"1";"1";"3";"2";"1";"5";;;"1";"1";"1";"1";"6";"5";;;"4";"4";"2";"0";;361;;5.00;;"2";"2";"2";"[PARCELA LOCALIZADA CON FOTOS IFN2.
[PIESMAY 004 ENTRA PORPENDIENTE.
[PIESMAY 012 ENTRA POR PENDIENTE.
";"98";" 99";11/7/2007 00:00:00;30/12/1899 09:23:06;11/7/2007 00:00:00;30/12/1899 10:35:39;;"164";"348";"264";"10";"0";113;113;"0";114;114;"T";" 9"
"18";"0026";"A";"4";544000.00;4212000.00;"0";"2002";;"3-1 ";"1981";"3";"8991";"2007";;"1";"1";"1";100;70;"1";"2";"3";"2";"1";"5";;;"1";"1";"1";"1";"6";"5";;;"4";"0";;"0";;373;;6.25;;"2";"2";"3";"[CLAESP. RESTO DE ESPECIES=0%]
NO SE LOCALIZA EL REJON POR HOMOGENEIDAD EN LA MASA.
[PIESMAY 012-045] MEDIDO A 1M.
[PIESMAY 015-045] MEDIDO A 1.1M.
[PIESMAY A 332G Y 16.3M CON DM 412,412 NO ENTRA.";"98";" 99";11/7/2007 00:00:00;30/12/1899 12:28:24;11/7/2007 00:00:00;30/12/1899 14:20:59;;"164";"270";"59";"10";"0";115;115;"0";116;116;"T";" 9"
"18";"0027";"A";"1";544969.00;4211951.00;"0";"1981";"3";"8991";"2002";;"3-1 ";"2007";;"1";"1";"2";85;60;"1";"2";"2";"2";"3";"5";;;"1";"1";"1";"2";"5";"1";;;"0";"0";;"0";;225;;7.75;;"2";"2";"2";"PARCELA LOCALIZADA MEDIANTE FOTO AEREA Y PIES DEL IFN2. PARCELA PINCHADA EN UNA MASA DE LARICIO EN ESTADO 4 Y ENCINA EN ESTADO 3.NO SE LE DA OCUPACION AL RESTO DE ESPECIES POR NO TENER SUFICIENTE OCUPACION COMO PARA DARSELA.
[PIES MAYORES]
[PIESMAY 006 NO HAY NADA QUE IMPIDA MEDIRLO A 1.3M.
[PIESMAY 008-045]MEDIDO A 1.2 POR ENSANCHAMIENTO DEL FUSTE.
PIE A 12.9 Y DIAMETROS 221-220 Y RUMBO 106 NO ENTRA POR DIAMETRO.
[PIESMAY 014ALTURAS COMPROBADAS
[PIESMAY 015 ALTURA MENOR A LA TOMADA EN EL  IFN2 POR TENER LA GUIA PARTIDA PORNIEVE.
[PIESMAY 017 ALTURA COMPROBADA.
[MATORRAL]
HAY RUBIA PEREGRINA EN LA PARCELA.
[LOCALIZACI”N ACCESO LEVANTAMIENTO]
PRECISION DEL GPS4.3M";"98";" 99";13/8/2007 00:00:00;30/12/1899 10:22:27;13/8/2007 00:00:00;30/12/1899 13:10:23;;"164";"310";"115";"1";"1";23;23;"1";24;24;"T";
"18";"0028";"A";"3C";545990.00;4211975.00;"0";"1981";"3";"8991";"2002";;"3-1 ";"2007";;"1";"1";"1";95;35;"1";"1";;;;;;;;;;;;;;;;;;;;137;;4.50;;"2";"3";"2";"[CLAESP. RESTO DE ESPECIES=0%] PARCELA LOCALIZADA CON FOTOS IFN2.
EL PUNTO DE COMPARACION ESTA JUNTO A UN GRUPO DE PINOS.
[PIESMAY 006-025] HT COMPROBADA,MMEDIDO A 1.2M.
PIE 13 MEDIDO A 1.1M.
PIE 14 HERIDO POR RAYO.
REGENERACION: 037 2 1 3.
MATORRAL: 0116 10 4,1104 10 2,8103 5 5.";"98";" 99";8/6/2007 00:00:00;30/12/1899 13:24:20;8/6/2007 00:00:00;30/12/1899 14:12:58;;"164";;;;;;;;;;"T";" 9"
"18";"0028";"A";"3E";546011.00;4212011.00;"0";"2002";;"3-1 ";"1981";"3";"8991";"2007";;"1";"1";"1";90;70;"1";"3";"3";"2";"2";"4";;;"1";"1";"1";"1";"6";"3";;;"0";"0";;"0";;322;;6.25;;"2";"2";"2";"[CLAESP. RESTO DE ESPECIES=0%]
PARCELA LOCALIZADA CON ORTOFOTO Y GPS.
PARCELA SIUADA EN UN CLARO DE LA MASA POR LO QUE ENTRAN MENOS PIES MAYORES.
EL SUBPISO LO FORMA EL ENEBRO.
CALICATA A 350G.
PIE A 14.45M DISTANCIA LATERAL Y 238G NO ENTRA POR POCO.
";"98";" 99";8/6/2007 00:00:00;30/12/1899 15:24:05;8/6/2007 00:00:00;30/12/1899 16:15:20;;"164";"98";"285";"10";"0";46;46;"0";47;47;"T";" 9"
"18";"0029";"A";"1";543997.00;4210953.00;"0";"1981";"3";"8991";"2002";;"3-3 ";"2007";;"1";"1";"1";80;50;"1";"2";"3";"2";"1";"5";;;"1";"1";"1";"1";"6";"5";;;"4";"4";;"0";;392;;8.50;;"3";"3";"2";"[CLAESP. RESTO DE ESPECIES=0%]
PARCELA LOCALIZADA CON FOTOS IFN2.
SE HA DIFICULTADO LA LOCALIZACION AL DESAPARECER LA MAYORIA DE LOS PIES INVENTARIADOS EN EL IFN2.
[PIESMAY 002-025] ENTRA POR PENDIENTE.
[PIESMAY 005 Y 004 ESTAN PRACTICAMENTE UNIDOS.
PIE A 329G Y 25.7M CON DM 460,429 NO ENTRA.
[ESPECIES PRESENTES] EN LOS ALREDEDORES HAY ENCINA.";"98";" 99";20/8/2007 00:00:00;30/12/1899 10:39:35;20/8/2007 00:00:00;30/12/1899 12:25:41;;"164";"362";"298";"10";"0";31;31;"0";32;32;"T";
"18";"0030";"A";"1";546969.00;4210973.00;"0";"1981";"3";"8992";"2002";;"3-1 ";"2007";;"1";"1";"1";80;50;"1";"1";"3";"2";"2";"5";;;"1";"1";"1";"1";"6";"3";;;"0";"0";;"0";;371;;8.00;;"2";"2";"2";"[CLAESP. RESTO DE ESPECIES=0%] PARCELA LOCALIZADA CON FOTOSIFN2.
[PIESMAY 001-045] HT COMPROBADA.
[ESPECIES PRESENTES] EN LOS ALREDEDORES HAY PINOS AISLADOS.";"98";" 99";20/7/2007 00:00:00;30/12/1899 11:38:08;20/7/2007 00:00:00;30/12/1899 12:52:00;;"164";"282";"302";"10";"0";137;137;"0";138;138;"T";
"18";"0031";"A";"1";548978.00;4210930.00;"0";"1981";"3";"8993";"2002";;"3-1 ";"2007";;"1";"1";"1";85;60;"1";"2";"3";"3";"2";"5";;;"1";"1";"1";"1";"5";"2";;;"0";"0";;"0";;133;;8.00;;"2";"2";"2";"[CLAESP. RESTO DE ESPECIES=0%]
PARCELA LOCALIZADA CON FOTOS IFN2.";"98";" 99";19/7/2007 00:00:00;30/12/1899 10:01:48;19/7/2007 00:00:00;30/12/1899 11:01:36;;"164";"178";"168";"10";"0";133;133;"0";134;134;"T";
